55001,1,1.528107,2.133271,3.417349,3.730039,7280.0,0,0.0,0.0,0.0,0.137337,0.0,1,0.011916,0.614258,2.48351,2.789173,9736.0,0,0.0,0.0,0.0,0.000236,0.0,1,0,0,0
55002,1,1.043879,1.436177,3.607916,4.069071,15903.0,1,0.522723,0.862638,2.994742,5.085083,12725.0,1,0.017021,0.605762,3.744637,4.197004,15418.0,1,0.025388,0.641145,4.216048,5.999875,9676.0,3,0.4915692380001174,0.12588963896901084,1
55003,1,0.521998,0.719756,0.930882,0.931109,4963.0,1,0.265104,0.480936,0.957017,0.957204,4852.0,1,0.007428,0.204507,0.850584,0.850848,5436.0,1,0.01001,0.225449,1.806933,4.073714,1140.0,3,0.34760366182014,1.1243439801360005,1
55004,0,1.51687,1.736883,1.958684,6.001344,0.0,0,0.0,0.0,0.0,0.133397,0.0,0,0.007547,0.230943,0.923442,6.000737,0.0,0,0.0,0.0,0.0,0.000237,0.0,0,0,0,0
55005,1,0.260494,0.455929,1.389001,2.574176,144754.0,1,0.260993,0.427024,0.880794,5.999532,18242.0,1,0.007576,0.2034,1.975537,3.176825,117317.0,1,0.01089,0.197325,1.048797,5.999267,32025.0,3,0.4374340021119324,-0.4691078931956223,1
55006,1,0.132399,0.377546,0.624103,0.636107,364.0,0,0.0,0.0,0.0,0.037213,0.0,1,0.007228,0.25079,0.99964,0.999794,232.0,0,0.0,0.0,0.0,0.000236,0.0,1,0,0,0
55007,1,0.522594,1.145024,2.757107,2.764069,10782.0,0,0.266037,2.315209,2.312229,6.000476,0.0,1,0.007368,0.330778,1.69167,1.692956,17613.0,1,0.011098,0.332305,3.233661,3.696597,8063.0,3,0.5062432138979369,0.9115199773005374,0
55008,1,0.793046,1.469433,2.841027,2.862306,1324.0,0,0.0,0.0,0.0,0.132025,0.0,1,0.010744,0.686511,2.785472,2.808065,1350.0,0,0.0,0.0,0.0,0.000221,0.0,1,0,0,0
55009,-1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.132991,0.0,-1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.000242,0.0,1,0,0,0
55010,0,0.0,0.0,0.0,3.560585,0.0,0,0.0,0.0,0.0,3.564922,0.0,0,0.0,0.0,0.0,3.528951,0.0,0,0.0,0.0,0.0,0.000232,0.0,0,0,0,0
55011,0,0.0,0.0,0.0,0.067645,0.0,0,0.0,0.0,0.0,0.000247,0.0,0,0.0,0.0,0.0,0.000231,0.0,0,0.0,0.0,0.0,0.000225,0.0,0,0,0,0
