30001,0,0.129,0.173,0.0,4.001,0.0,0,0.0,0.0,0.0,0.011,0.0,0,0.013,0.055,0.0,4.003,0.0,0,0.0,0.0,0.0,0.01,0.0,0,0,0,0
30002,1,0.013,0.277,0.799,1.582,7382.0,0,0.0,0.0,0.0,0.037,0.0,0,0.012,0.263,0.0,1.649,0.0,0,0.0,0.0,0.0,0.012,0.0,1,0,0,0
30003,0,0.02,0.225,0.0,6.001,0.0,0,0.0,0.0,0.0,0.011,0.0,0,0.019,0.0,0.0,1.22,0.0,0,0.0,0.0,0.0,0.019,0.0,0,0,0,0
30004,1,0.03,0.277,0.527,1.022,1233.0,0,0.0,0.0,0.0,0.017,0.0,0,0.018,0.0,0.0,3.001,0.0,0,0.0,0.0,0.0,0.007,0.0,1,0,0,0
30005,0,0.031,0.406,0.0,6.0,0.0,0,0.0,0.0,0.0,0.013,0.0,1,0.014,0.391,2.14,5.999,1164.0,0,0.0,0.0,0.0,0.01,0.0,1,0,0,0
30006,1,0.517,0.768,1.024,1.528,32608.0,0,0.0,0.0,0.0,0.01,0.0,1,0.03,0.283,0.79,3.042,16381.0,0,0.0,0.0,0.0,0.01,0.0,1,0,0,0
30007,1,0.013,0.358,2.302,3.015,7054.0,0,0.0,0.0,0.0,0.019,0.0,1,0.014,0.359,2.619,2.619,8120.0,0,0.0,0.0,0.0,0.01,0.0,1,0,0,0
30008,1,0.013,0.22,1.314,2.463,9659.0,0,0.0,0.0,0.0,0.01,0.0,1,0.029,0.237,1.317,2.827,8415.0,0,0.0,0.0,0.0,0.01,0.0,1,0,0,0
30009,1,0.031,0.226,2.036,3.78,49439.0,1,0.013,0.255,1.776,6.0,14305.0,1,0.02,0.215,2.095,2.913,64085.0,1,0.02,0.261,1.762,6.0,12172.0,3,0.0,-0.15894988066825783,1
30010,1,0.523,0.79,1.202,2.259,45599.0,0,0.0,0.0,0.0,0.136,0.0,0,0.019,0.0,0.0,3.0,0.0,0,0.0,0.0,0.0,0.011,0.0,1,0,0,0
30011,0,0.013,0.085,0.605,1.016,808.0,0,0.0,0.0,0.0,0.134,0.0,0,0.017,0.091,0.606,0.607,1353.0,0,0.0,0.0,0.0,0.133,0.0,0,0,0,0
30012,0,0.0,0.255,0.0,6.0,0.0,0,0.0,0.0,0.0,0.261,0.0,1,0.0,0.0,0.256,2.674,34118.0,0,0.0,0.0,0.0,0.01,0.0,1,0,0,0
30013,-1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.036,0.0,0,0.019,0.0,0.0,3.001,0.0,0,0.0,0.0,0.0,0.01,0.0,1,0,0,0
30014,1,0.014,0.064,0.526,0.677,76660.0,0,0.0,0.0,0.0,0.011,0.0,1,0.018,0.039,0.403,0.448,115910.0,0,0.0,0.0,0.0,0.015,0.0,1,0,0,0
30015,1,0.03,0.22,1.379,2.727,37717.0,0,0.0,0.0,0.0,0.011,0.0,1,0.018,0.2,1.346,1.914,53753.0,0,0.0,0.0,0.0,0.011,0.0,1,0,0,0
