40001,1,0.031,0.05,1.748,2.348,120359.0,0,0.0,0.0,0.0,3.524,0.0,1,0.022,0.05,1.759,2.042,138367.0,0,0.0,0.0,0.0,3.528,0.0,1,0,0,0
40002,1,0.031,0.072,0.621,0.861,74536.0,0,0.0,0.0,0.0,0.019,0.0,1,0.02,0.06,0.569,0.731,87863.0,0,0.0,0.0,0.0,0.01,0.0,1,0,0,0
40003,1,0.0,0.0,0.053,0.129,483774.0,0,0.0,0.0,0.0,0.01,0.0,0,0.018,0.02,0.0,0.346,0.0,0,0.0,0.0,0.0,0.01,0.0,1,0,0,0
40004,1,0.0,0.0,0.132,0.522,9040.0,0,0.0,0.0,0.0,0.067,0.0,0,0.018,0.0,0.0,1.219,0.0,0,0.0,0.0,0.0,0.014,0.0,1,0,0,0
40005,1,0.262,0.458,1.73,2.156,25316.0,1,0.261,0.488,1.502,2.857,19152.0,1,0.021,0.219,2.617,3.043,17939.0,1,0.019,0.242,2.567,6.001,7928.0,3,-0.09523809523809532,-0.019105846388994964,1
40006,0,0.029,0.071,0.0,4.006,0.0,0,0.0,0.0,0.0,0.012,0.0,0,0.019,0.063,0.0,3.001,0.0,0,0.0,0.0,0.0,0.01,0.0,0,0,0,0
40007,1,0.03,0.499,3.123,6.0,38154.0,0,0.0,0.0,0.0,0.036,0.0,0,0.018,0.494,0.0,3.001,0.0,0,0.0,0.0,0.0,0.016,0.0,1,0,0,0
40008,1,0.031,0.333,2.03,4.059,29291.0,0,0.0,0.0,0.0,0.264,0.0,1,0.017,0.311,1.932,2.812,42290.0,0,0.0,0.0,0.0,0.01,0.0,1,0,0,0
40009,1,0.03,0.256,1.589,2.627,41628.0,0,0.0,0.0,0.0,0.068,0.0,1,0.012,0.236,1.594,2.044,53514.0,0,0.0,0.0,0.0,0.011,0.0,1,0,0,0
40010,1,0.019,0.368,1.162,2.556,46562.0,0,0.0,0.0,0.0,0.011,0.0,1,0.014,0.36,1.228,4.32,27552.0,0,0.0,0.0,0.0,0.01,0.0,1,0,0,0
40011,0,0.128,0.386,0.0,6.268,0.0,0,0.0,0.0,0.0,0.01,0.0,0,0.0,0.0,0.0,2.26,0.0,0,0.0,0.0,0.0,0.02,0.0,0,0,0,0
40012,0,0.0,0.0,0.0,3.524,0.0,0,0.0,0.0,0.0,0.132,0.0,0,0.0,0.0,0.0,3.525,0.0,0,0.0,0.0,0.0,0.132,0.0,0,0,0,0
40013,1,0.014,0.223,2.401,3.924,15642.0,0,0.0,0.0,0.0,0.132,0.0,1,0.019,0.229,2.387,3.222,19052.0,0,0.0,0.0,0.0,3.526,0.0,1,0,0,0
40014,1,0.273,0.468,1.486,2.522,79281.0,1,0.261,0.493,1.865,6.001,10361.0,1,0.018,0.214,1.909,2.826,70762.0,1,0.02,0.273,2.107,6.0,14334.0,3,0.11111111111111122,0.103719224724987,1
40015,1,0.014,0.165,2.028,3.115,23832.0,0,0.0,0.0,0.0,0.069,0.0,1,0.019,0.172,1.452,1.606,45993.0,0,0.0,0.0,0.0,0.01,0.0,1,0,0,0
40016,1,0.03,0.227,3.416,4.87,7710.0,0,0.031,0.265,0.0,4.428,0.0,1,0.019,0.215,3.659,3.942,9643.0,1,0.022,0.265,3.552,6.001,5167.0,3,0.15789473684210523,-0.029242962558075913,1
40017,1,0.131,0.28,0.669,0.669,390.0,0,0.0,0.0,0.0,0.01,0.0,1,0.02,0.152,1.061,1.061,245.0,0,0.0,0.0,0.0,0.011,0.0,1,0,0,0
40018,1,0.012,0.209,2.757,4.212,6896.0,1,0.031,0.269,2.242,4.895,5933.0,1,0.017,0.213,2.529,2.78,10446.0,1,0.02,0.244,2.294,5.345,5434.0,3,0.17647058823529405,-0.09292210359826014,0
40019,1,0.014,0.258,1.775,2.34,10138.0,0,0.0,0.0,0.0,0.01,0.0,1,0.019,0.262,1.775,1.775,13366.0,0,0.0,0.0,0.0,0.01,0.0,1,0,0,0
40020,1,0.063,0.105,2.019,2.925,10559.0,0,0.0,0.0,0.0,0.011,0.0,1,0.034,0.077,1.274,1.318,23423.0,0,0.0,0.0,0.0,0.01,0.0,1,0,0,0
40021,1,0.029,0.229,0.435,1.703,84818.0,0,0.0,0.0,0.0,0.013,0.0,0,0.019,0.0,0.0,3.001,0.0,0,0.0,0.0,0.0,0.01,0.0,1,0,0,0
40022,0,0.019,0.0,0.0,3.001,0.0,0,0.0,0.0,0.0,0.01,0.0,0,0.019,0.0,0.0,3.001,0.0,0,0.0,0.0,0.0,0.01,0.0,0,0,0,0
40023,1,0.513,0.793,2.439,5.084,8419.0,0,0.0,0.0,0.0,0.262,0.0,0,0.021,0.301,0.0,0.742,0.0,0,0.0,0.0,0.0,0.011,0.0,1,0,0,0
40024,1,0.031,0.227,3.215,5.022,32737.0,0,0.0,0.0,0.0,0.037,0.0,1,0.02,0.216,4.82,5.605,29329.0,0,0.0,0.0,0.0,0.011,0.0,1,0,0,0
40025,1,0.03,0.259,2.251,3.217,29491.0,0,0.0,0.0,0.0,0.021,0.0,1,0.013,0.245,2.272,2.737,34654.0,0,0.0,0.0,0.0,0.01,0.0,1,0,0,0
40026,0,0.0,0.0,0.0,0.009,0.0,0,0.0,0.0,0.0,0.01,0.0,0,0.0,0.0,0.0,0.009,0.0,0,0.0,0.0,0.0,0.01,0.0,0,0,0,0
40027,1,0.03,0.25,4.73,5.964,30690.0,0,0.0,0.0,0.0,0.035,0.0,1,0.015,0.234,1.404,2.303,79483.0,0,0.0,0.0,0.0,0.011,0.0,1,0,0,0
40028,0,0.031,0.401,0.0,6.001,0.0,0,0.0,0.0,0.0,0.26,0.0,1,0.011,0.365,5.582,6.0,8102.0,0,0.0,0.0,0.0,0.01,0.0,1,0,0,0
40029,0,0.031,0.385,0.0,2.39,0.0,0,0.0,0.0,0.0,0.01,0.0,0,0.019,0.37,0.0,1.619,0.0,0,0.0,0.0,0.0,0.009,0.0,0,0,0,0
40030,1,0.512,0.863,2.828,5.496,18448.0,0,0.0,0.0,0.0,0.011,0.0,0,0.012,0.0,0.0,1.212,0.0,0,0.0,0.0,0.0,0.01,0.0,1,0,0,0
40031,1,0.131,0.376,0.625,1.118,55467.0,0,0.0,0.0,0.0,0.074,0.0,1,0.019,0.264,1.702,1.948,31814.0,0,0.0,0.0,0.0,0.01,0.0,1,0,0,0
40032,1,0.013,0.301,0.693,1.586,2658.0,0,0.0,0.0,0.0,0.01,0.0,0,0.018,0.0,0.0,3.001,0.0,0,0.0,0.0,0.0,0.016,0.0,1,0,0,0
40033,1,0.012,0.209,1.512,3.359,117339.0,1,0.03,0.215,2.628,6.0,6033.0,1,0.018,0.212,1.539,2.652,148618.0,1,0.015,0.188,2.324,6.0,18385.0,3,-0.16666666666666663,0.5100714749837557,1
40034,0,0.03,0.073,0.0,0.637,0.0,0,0.0,0.0,0.0,0.011,0.0,0,0.019,0.055,0.0,0.357,0.0,0,0.0,0.0,0.0,0.01,0.0,0,0,0,0
40035,1,0.014,0.369,2.575,6.0,27225.0,0,0.0,0.0,0.0,0.01,0.0,1,0.018,0.364,2.531,6.001,300173.0,0,0.0,0.0,0.0,0.02,0.0,1,0,0,0
40036,1,0.014,0.233,1.893,2.636,19282.0,0,0.0,0.0,0.0,0.011,0.0,1,0.019,0.246,1.902,2.125,23843.0,0,0.0,0.0,0.0,0.009,0.0,1,0,0,0
40037,1,0.018,0.051,0.123,0.287,293571.0,0,0.0,0.0,0.0,0.017,0.0,1,0.011,0.043,0.45,0.613,137313.0,0,0.0,0.0,0.0,0.01,0.0,1,0,0,0
40038,1,0.014,0.143,0.928,1.852,102.0,0,0.0,0.0,0.0,0.01,0.0,1,0.018,1.184,1.972,1.972,96.0,0,0.0,0.0,0.0,0.009,0.0,1,0,0,0
40039,-1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.01,0.0,-1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.01,0.0,1,0,0,0
40040,1,0.131,0.247,0.803,0.944,67023.0,0,0.0,0.0,0.0,0.01,0.0,0,0.028,0.143,0.0,6.0,0.0,0,0.0,0.0,0.0,0.011,0.0,1,0,0,0
40041,-1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.01,0.0,0,0.018,0.035,0.0,0.303,0.0,0,0.0,0.0,0.0,0.01,0.0,1,0,0,0
